Query,DB_Seq,%Match,MatchLen,NumMisMat,GapOpen,QueryStart,QueryEnd,DB_SeqStart,DB_SeqEnd,E-Val,BitScore
3R0X:A,1OAS:A,25,52,39,0,165,216,68,119,1.00E-03,29.6
3R0X:A,4QXL:A,34.62,26,17,0,423,448,95,120,2.00E-03,28.7
3R0Z:A,1OAS:A,25,52,39,0,165,216,68,119,1.00E-03,29.6
3R0Z:A,4QXL:A,34.62,26,17,0,423,448,95,120,2.00E-03,28.7
3VCD:A,4QXL:A,53.85,13,6,0,180,192,108,120,1.00E-03,27.8
4CUK:A,4QXL:A,75,8,2,0,329,336,113,120,0.003,27.5
4CUK:A,4QXL:A,54.55,11,5,0,328,338,110,120,0.006,26.6
4DZ1:A,4QXL:A,85.71,7,1,0,253,259,114,120,0.007,25.9
4FC4:A,4QXL:A,100,6,0,0,256,261,115,120,0.01,25.4
4HFF:A,4QXL:A,100,6,0,0,5,10,115,120,0.008,25
4HPJ:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
4HPX:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
4HT3:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
4J30:A,4QXL:A,100,6,0,0,3,8,115,120,0.008,25.1
4J32:A,4QXL:A,100,6,0,0,3,8,115,120,0.008,25.1
4K2H:A,6AI0:A,32.56,43,29,0,52,94,299,341,0.009,25.1
4KKX:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
4KQF:A,1JH8:A_1JHA:A_1JHM:A_1JHO:A_1JHP:A_1JHQ:A_1JHR:A_1JHU:A_1JHV:A_1JHX:A_1JHY:A_1L4B:A_1L4E:A_1L4F:A_1L4G:A_1L4H:A_1L4K:A_1L4L:A_1L4M:A_1L4N:A_1L5F:A_1L5K:A_1L5L:A_1L5M:A_1L5N:A_1L5O:A,99.44,356,2,0,1,356,1,356,0,830
4KQG:A,1JH8:A_1JHA:A_1JHM:A_1JHO:A_1JHP:A_1JHQ:A_1JHR:A_1JHU:A_1JHV:A_1JHX:A_1JHY:A_1L4B:A_1L4E:A_1L4F:A_1L4G:A_1L4H:A_1L4K:A_1L4L:A_1L4M:A_1L4N:A_1L5F:A_1L5K:A_1L5L:A_1L5M:A_1L5N:A_1L5O:A,99.44,356,2,0,1,356,1,356,0.00E+00,830
4KQH:A,1JH8:A_1JHA:A_1JHM:A_1JHO:A_1JHP:A_1JHQ:A_1JHR:A_1JHU:A_1JHV:A_1JHX:A_1JHY:A_1L4B:A_1L4E:A_1L4F:A_1L4G:A_1L4H:A_1L4K:A_1L4L:A_1L4M:A_1L4N:A_1L5F:A_1L5K:A_1L5L:A_1L5M:A_1L5N:A_1L5O:A,99.44,356,2,0,1,356,1,356,0,830
4KQI:A,1JH8:A_1JHA:A_1JHM:A_1JHO:A_1JHP:A_1JHQ:A_1JHR:A_1JHU:A_1JHV:A_1JHX:A_1JHY:A_1L4B:A_1L4E:A_1L4F:A_1L4G:A_1L4H:A_1L4K:A_1L4L:A_1L4M:A_1L4N:A_1L5F:A_1L5K:A_1L5L:A_1L5M:A_1L5N:A_1L5O:A,99.44,356,2,0,1,356,1,356,0,830
4KQJ:A,1JH8:A_1JHA:A_1JHM:A_1JHO:A_1JHP:A_1JHQ:A_1JHR:A_1JHU:A_1JHV:A_1JHX:A_1JHY:A_1L4B:A_1L4E:A_1L4F:A_1L4G:A_1L4H:A_1L4K:A_1L4L:A_1L4M:A_1L4N:A_1L5F:A_1L5K:A_1L5L:A_1L5M:A_1L5N:A_1L5O:A,98.88,356,4,0,1,356,1,356,0,828
4KQK:A,1JH8:A_1JHA:A_1JHM:A_1JHO:A_1JHP:A_1JHQ:A_1JHR:A_1JHU:A_1JHV:A_1JHX:A_1JHY:A_1L4B:A_1L4E:A_1L4F:A_1L4G:A_1L4H:A_1L4K:A_1L4L:A_1L4M:A_1L4N:A_1L5F:A_1L5K:A_1L5L:A_1L5M:A_1L5N:A_1L5O:A,98.88,356,4,0,1,356,1,356,0,828
4P2S:A,4QXL:A,100,6,0,0,2,7,115,120,0.005,24.9
4P7B:A,4QXL:A,100,6,0,0,2,7,115,120,0.01,25
4PPD:A,4QXL:A,100,6,0,0,2,7,115,120,0.005,24.8
4QIE:A,4QXL:A,100,6,0,0,2,7,115,120,0.005,24.8
4QIF:A,4QXL:A,100,6,0,0,2,7,115,120,0.005,24.9
4R2L:A,4QXL:A,100,6,0,0,5,10,115,120,0.008,25
4R2M:A,4QXL:A,100,6,0,0,5,10,115,120,0.008,25
4RBT:A,4QXL:A,100,6,0,0,2,7,115,120,0.005,24.9
4RHR:A,4QXL:A,100,6,0,0,117,122,115,120,0.006,25
4RHS:A,4QXL:A,100,6,0,0,117,122,115,120,6.00E-03,25
4UEY:A,4QXL:A,77.78,9,2,0,145,153,112,120,9.00E-04,28.1
4WX2:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
4XUG:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
4Y6G:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
4ZJ9:A,4QXL:A,100,6,0,0,5,10,115,120,0.008,24.7
4ZQC:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
4ZQU:B,4QXL:A,100,6,0,0,180,185,115,120,9.00E-03,25
5BW6:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
5CGQ:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
5D6V:A,4QXL:A,100,6,0,0,2,7,115,120,5.00E-03,24.8
5DN5:A,4QXL:A,100,6,0,0,155,160,115,120,9.00E-03,24.7
5V2W:A,4QXL:A,100,6,0,0,174,179,115,120,8.00E-03,25.2
5WHU:A,4QXL:A,77.78,9,2,0,141,149,112,120,1.00E-03,27.4
5WHV:A,4QXL:A,77.78,9,2,0,141,149,112,120,1.00E-03,27.4
5XP0:A,4QXL:A,100,6,0,0,3,8,115,120,7.00E-03,25.1
5Y3Z:A,4QXL:A,45,20,11,0,164,183,101,120,7.00E-03,25.3
5YGR:A,1OAS:A,32,50,34,0,121,170,65,114,4.00E-05,34.2
5YGR:B,1OAS:A,32,50,34,0,121,170,65,114,4.00E-05,34.2
5ZXM:A,4QXL:A,100,7,0,0,394,400,114,120,0.005,27.1
6A02:A,4QXL:A,70,10,3,0,176,185,111,120,0.005,25.9
6A07:A,4QXL:A,70,10,3,0,176,185,111,120,0.005,25.9
6A09:A,4QXL:A,70,10,3,0,176,185,111,120,0.005,25.9
6AEP:A,4QXL:A,37.5,24,15,0,78,101,97,120,0.002,26.6
6AEP:A,4QXL:A,100,6,0,0,97,102,115,120,0.004,25.2
6AEQ:A,4QXL:A,37.5,24,15,0,78,101,97,120,0.002,26.6
6AEQ:A,4QXL:A,100,6,0,0,97,102,115,120,0.004,25.2
6C73:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
6CH1:A,6AI0:A,100,333,0,0,5,337,37,369,0.00E+00,776
6D0V:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
6D52:A,4QXL:A,66.67,12,4,0,154,165,109,120,2.00E-03,26.9
6DUC:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
6DZ4:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
6DZO:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
6E8A:A,4QXL:A,100,6,0,0,2,7,115,120,0.01,24.6
6FT2:A,4QXL:A,85.71,7,1,0,240,246,114,120,7.00E-03,25.7
